ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_ID,Part_Of_Speech,Original_Translation,Text_ID,Record_Number,Speaker_ID
histyarirdi-955,yab,tajne kukuja chi yawë wintikari,ta-jne	kuku-ja	chi-∅	yawë	wintikari,3-PL	answer-NEG	COP-ACNNMLZ	LOC	?,"when they don't respond, you lose (auto)",,,histyarirdi-955,pn	vt	n	postp	?,"cuando ellos no responden, se pierde",histyarirdi,955,irdi
histyarirdi-956,yab,"mukuton rërë kene, tajne ita wejtane, iwaijtë yaka wëjkaja chipokono, makë",muku-ton	rë=rë	kene	ta-jne	ita	wejtane	i-waijtë-∅	yaka	wëjka-ja	chipokono	makë,child-PL	EMP=EMP	***	3-PL	?	?	3-head-PERT	ALL	fall-NEG	***	mom,"the kids understand, but they didn't get it in their heads, mom. (auto)",,,histyarirdi-956,n	part	?	pn	?	?	n	postp	vi	?	n,"los muchachos aunque entienden, pero no les entró en la cabeza, mamá",histyarirdi,956,elpe
histyarirdi-957,yab,pïnika,pïnika,?,will be (auto),,,histyarirdi-957,?,será,histyarirdi,957,irdi
histyarirdi-958,yab,iwaijtë yaka wëjka yawë chiripo waimukontomo,i-waijtë-∅	yaka	wëjka-∅	yawë	chiripo	waimukontomo,3-head-PERT	ALL	fall-ACNNMLZ	LOC	***	?,"if they had gotten it into their heads, they would talk (auto)",,,histyarirdi-958,n	postp	n	postp	?	?,"si les hubiera entrado en la cabeza, hablarían",histyarirdi,958,elpe
histyarirdi-959,yab,tarachinija waimukontomo mukutomojne,tarachinija	waimukontomo	mukutomojne,***	?	?,the boys wouldn't be too embarrassed to talk (auto),,,histyarirdi-959,?	?	?,los muchachos no estarían penosos para hablar,histyarirdi,959,elpe
histyarirdi-960,yab,¿ ëkëtë neke n kërë?,ëkëtë	neke	n	kërë,where	CNTR	INTS	?,where is that one? (auto),,,histyarirdi-960,adv	part	part	?,¿dónde estará ese?,histyarirdi,960,irdi
histyarirdi-961,yab,irë wejtane ejnë waimu wara nwarë,irë	wejtane	ejnë	waimu	wara	nwa=rë,3ANA.INAN	?	1+2PRO	?	?	thus=EMP,"but, as we speak.... (auto)",,,histyarirdi-961,dem	?	pn	?	?	part,"pero, así como hablamos....",histyarirdi,961,elpe
histyarirdi-962,yab,"Jacinto"" wïrë wepïrï"" ta wejsaj ta, tarojpë wejtane",jacinto	wïrë	wepï-rï	ta	wej-saj	ta	tarojpë	wejtane,***	1PRO	come-IPFV	?	COP-PFV	?	?	?,"Jacinto said ""I am coming"", but he said that (auto)",,,histyarirdi-962,?	pn	vi	?	vi	?	?	?,"Jacinto dijo ""yo vengo"", pero dijo eso",histyarirdi,962,irdi
histyarirdi-963,yab,"nope ne tajne itajna chipokono, inta yaka wëjkaja pïnika",nope	ne	ta-jne	itajna	chipokono	in-ta	yaka	wëjka-ja	pïnika,good	INTS	3-PL	***	***	see-MOTIMP	ALL	fall-NEG	?,"because they did not listen well, that is why it did not enter their mouths. (auto)",,,histyarirdi-963,adv	part	pn	?	?	vt	postp	vi	?,"porque ellos no escucharon bien, por eso será que no les entró en la boca",histyarirdi,963,elpe
histyarirdi-964,yab,pïnika,pïnika,?,will be (auto),,,histyarirdi-964,?,será,histyarirdi,964,irdi
histyarirdi-965,yab,"ejnë ta wejtane, nwarë waimurunpëjtëkë ana yakërë",ejnë	ta	wejtane	nwa=rë	waimurun-pëj-të-kë	ana	y-akërë,1+2PRO	?	?	thus=EMP	speak-PLUR-PL-IMP	1+3PRO	LK-with,"even though we said, talk to us like this (auto)",,,histyarirdi-965,pn	?	?	part	vi	pn	postp,"aunque nosotras dijimos, hablen así con nosotras",histyarirdi,965,elpe
histyarirdi-966,yab,"ejnë ta wejtane, tewenkekontomo",ejnë	ta	wejtane	tewenkekontomo,1+2PRO	?	?	***,"although we said so, they do not know (auto)",,,histyarirdi-966,pn	?	?	?,"aunque dijimos así, ellos no saben",histyarirdi,966,elpe
histyarirdi-967,yab,"wïrë mukuru, kërë ma, wurijyan pïjkë ma, tëwï ma neke ne",wïrë	muku-ru	kërë	ma	wurijyan	pïjkë	ma	tëwï	ma	neke	ne,1PRO	child-PERT	?	RST	woman	DIM	RST	3PRO	RST	CNTR	INTS,"my daughter, that's the one, the little girl, that's all. (auto)",,,histyarirdi-967,pn	n	?	part	n	part	part	pn	part	part	part,"mi hija, esa no más, la muchachita, esa nada más",histyarirdi,967,elpe
histyarirdi-968,yab,kajkë tëwï pana,kaj-kë	tëwï	pana,say-IMP	3PRO	?,dile to ese (auto),,,histyarirdi-968,vi	pn	?,dile a ese,histyarirdi,968,irdi
histyarirdi-969,yab,taitari,ta-ita-ri,3P-hear-IPFV,understands (auto),,,histyarirdi-969,vt,lo entiende,histyarirdi,969,elpe
histyarirdi-970,yab,"irë wejtane, ejnë kuku ta",irë	wejtane	ejnë	kuku	ta,3ANA.INAN	?	1+2PRO	?	?,but you don't answer us (auto),,,histyarirdi-970,dem	?	pn	?	?,"pero, no nos responde",histyarirdi,970,elpe
histyarirdi-971,yab,"wejtane, makë",wejtane	makë,?	mom,"but, Mom (auto)",,,histyarirdi-971,?	n,"pero, mamá",histyarirdi,971,elpe
histyarirdi-972,yab,"nwarë tase mërë ya, nwarë, nwarë, nwarë",nwa=rë	ta-se	mërë	ya	nwa=rë	nwarë	nwa=rë,thus=EMP	say-PST	?	ERG	thus=EMP	?	thus=EMP,"so you say, so, so, so, so (auto)",,,histyarirdi-972,part	vt	?	postp	part	?	part,"así dices tú, así, así, así",histyarirdi,972,elpe
histyarirdi-973,yab,"¿ tawarama ka makë %¿ ë'ë, tawarama ta ti, aaa",tawara=ma	ka	makë	ë'ë	tawara=ma	ta	ti	aaa,too=RST	?	?	yes	too=RST	?	HSY	ah,"Is that so, mom? yes, that's so, ah (auto)",,,,adv	?	?	intj	adv	?	part	intj,"¿es así mamá? sí, es así, ah",histyarirdi,973,elpe
histyarirdi-974,yab,"onono parë waimuru wïrë yakërë, kojpaye, senejkari, waimuru wïrë yakërë",onono	parë	waimu-ru	wïrë	y-akërë	kojpaye	senejkari	waimuru	wïrë	y-akërë,another	also	speak-IPFV	1PRO	LK-with	at_night	?	?	1PRO	LK-with,"sometimes he talks to me, at night, he stays, he talks with me (auto)",,,histyarirdi-974,n	part	vi	pn	postp	adv	?	?	pn	postp,"algunas veces habla conmigo, de noche, se queda, habla conmigo",histyarirdi,974,elpe
histyarirdi-975,yab,"ta ta, makë, nwarë mërë taro",ta-∅	ta	makë	nwa=rë	mërë	taro,say-IPFV	like	mom	thus=EMP	?	?,"says, Mom, so you say (auto)",,,histyarirdi-975,vt	part	n	part	?	?,"dice, mamá, así tu dices",histyarirdi,975,elpe
histyarirdi-976,yab,"¿ tawarama ka makë %¿ ë'ë, tawarama",tawara=ma	ka	makë	ë'ë	tawara=ma,too=RST	?	?	yes	too=RST,"is that so, mom? yes, that's so (auto)",,,,adv	?	?	intj	adv,"¿es así mamá? sí, es así",histyarirdi,976,elpe
histyarirdi-977,yab,"nwarë waimuru onono parë wïrë mukuru, kërë wurijyan pïjkë ma",nwa=rë	waimu-ru	onono	parë	wïrë	muku-ru	kërë	wurijyan	pïjkë	ma,thus=EMP	speak-IPFV	another	also	1PRO	child-PERT	?	?	DIM	RST,"that's how my daughter sometimes talks, the one who is a little girl (auto)",,,histyarirdi-977,part	vi	n	part	pn	n	?	?	part	part,"así habla algunas veces mi hija, esa que es una muchachita",histyarirdi,977,elpe
histyarirdi-978,yab,"nwarë kërë wïrë ya'rari waraijtokon pïjkë tëwï, tëwï parë",nwa=rë	kërë	wïrë	ya'rari	waraijtokon	pïjkë	tëwï	tëwï	parë,thus=EMP	?	1PRO	***	man	DIM	3PRO	3PRO	also,"so is that my grandson, the little boy, he too (auto)",,,histyarirdi-978,part	?	pn	?	n	part	pn	pn	part,"así es ese mi nieto, el muchachito, el también",histyarirdi,978,elpe
histyarirdi-979,yab,tewenkejra ejnë waimuru,t-ewenke=jra	ejnë	waimuru,3-ignorant=NEG	1+2PRO	?,knows our language (auto),,,histyarirdi-979,postp	pn	?,sabe nuestro idioma,histyarirdi,979,elpe
histyarirdi-980,yab,irë wejtane inta yaka marë wëjkaja rë,irë	wejtane	in-ta	yaka	marë	wëjka-ja	rë,3ANA.INAN	?	see-MOTIMP	ALL	?	fall-NEG	EMP,but it has not yet entered his mouth (auto),,,histyarirdi-980,dem	?	vt	postp	?	vi	part,pero todavía no le ha entrado en la boca,histyarirdi,980,elpe
histyarirdi-981,yab,"mmm, inta yaka wëjka yawë pïnika, waimuru ta wïrë ya",mmm	in-ta	yaka	wëjka-∅	yawë	pïnika	waimu-ru	ta-∅	wïrë	ya,yes	see-MOTIMP	ALL	fall-ACNNMLZ	LOC	?	speak-IPFV	say-IPFV	1PRO	ERG,"yes, if his mouth enters, he'll be talking, I say (auto)",,,histyarirdi-981,intj	vt	postp	n	postp	?	vi	vt	pn	postp,"sí, si le entra la boca, será que habla, digo yo",histyarirdi,981,elpe
histyarirdi-982,yab,pïnika,pïnika,?,will be (auto),,,histyarirdi-982,?,será,histyarirdi,982,irdi
histyarirdi-983,yab,"onono parë, waimukontomo",onono	parë	waimukontomo,another	also	?,sometimes speak (auto),,,histyarirdi-983,n	part	?,a veces hablan,histyarirdi,983,elpe
histyarirdi-984,yab,tawarama uyakon mukuru mëkï,tawara=ma	uyakon	muku-ru	mëkï,too=RST	***	child-PERT	3.ANIM.DIST,my younger sister's son the same as that one (auto),,,histyarirdi-984,adv	?	n	dem,igual el hijo de mi hermana menor aquel,histyarirdi,984,elpe
histyarirdi-985,yab,"waraijtokon pïjkë makë, Wikë maniki",waraijtokon	pïjkë	makë	wikë	maniki,man	DIM	mom	***	REL.ANIM,"the muchacito, that Bizco (auto)",,,histyarirdi-985,n	part	n	?	part,"el muchacito, ese Bizco",histyarirdi,985,elpe
histyarirdi-986,yab,"tëwï, wanene mëyakërë wïrë peremejpori",tëwï	wanene	më-y-akërë	wïrë	peremejpori,3PRO	?	2-LK-with	1PRO	***,"that one, aunt I want to talk to you (auto)",,,histyarirdi-986,pn	?	postp	pn	?,"aquel, tía yo quiero conversar contigo",histyarirdi,986,elpe
histyarirdi-987,yab,waimukë,waimu-kë,speak-IMP,speaks (auto),,,histyarirdi-987,vi,habla,histyarirdi,987,elpe
histyarirdi-988,yab,toto yaye wïrë waimujrama sejkë,toto	yaye	wïrë	waimu-jrama	sejkë,non_Indian	LOC	1PRO	speak-PROH	?,do not speak to me in Spanish (auto),,,histyarirdi-988,n	postp	pn	vi	?,no me hables en castellano,histyarirdi,988,elpe
histyarirdi-989,yab,ejnë waimu yaye rë wïrë ëmpampori,ejnë	waimu	yaye	rë	wïrë	ëmpam-po-ri,1+2PRO	?	LOC	EMP	1PRO	learn-DES-IPFV,I want to learn in the language of us to speak (auto),,,histyarirdi-989,pn	?	postp	part	pn	vi,yo quiero aprender en la lengua de nosotros a hablar,histyarirdi,989,elpe
histyarirdi-990,yab,ëmpankë nwa chipëkë ta wïrë ya,ëmpan-kë	nwa	chipëkë	ta-∅	wïrë	ya,learn-IMP	thus	***	say-IPFV	1PRO	ERG,"then learn, I say (auto)",,,histyarirdi-990,vi	part	?	vt	pn	postp,"entonces aprende, digo yo",histyarirdi,990,elpe
histyarirdi-991,yab,onono parë tewenke,onono	parë	t-ewenke,another	also	3-ignorant,sometimes does not know (auto),,,histyarirdi-991,n	part	postp,algunas veces no sabe,histyarirdi,991,elpe
histyarirdi-992,yab,"tayarikase ma, tayarikari",tayarikase	ma	tayarikari,***	RST	***,laughs no more (auto),,,histyarirdi-992,?	part	?,se rie no más,histyarirdi,992,elpe
histyarirdi-993,yab,"inta yaka ti wëjkaja, iwaijtë yaka wëjkaja, chipëkë, ta ti ta",in-ta	yaka	ti	wëjka-ja	i-waijtë-∅	yaka	wëjka-ja	chipëkë	ta-∅	ti	ta,see-MOTIMP	ALL	HSY	fall-NEG	3-head-PERT	ALL	fall-NEG	***	say-IPFV	HSY	like,"does not fit in his mouth, it does not fit in his head, so he says (auto)",,,histyarirdi-993,vt	postp	part	vi	n	postp	vi	?	vt	part	part,"no entra en su boca, no entra en su cabeza, por eso, dice",histyarirdi,993,elpe
histyarirdi-994,yab,wïrë ëmpampo neke ne enirë,wïrë	ëmpam-po-∅	neke	ne	enirë,1PRO	learn-DES-IPFV	CNTR	INTS	?,I want to learn now (auto),,,histyarirdi-994,pn	vi	part	part	?,yo quiero aprender ahora,histyarirdi,994,elpe
histyarirdi-995,yab,tawarama wïrë ya taro uya'ra pïjkë kërë maniki ti kërë,tawara=ma	wïrë	ya	taro-∅	u-ya'ra-∅	pïjkë	kërë	maniki	ti	kërë,too=RST	1PRO	ERG	say-IPFV	1-grandchild-PERT	DIM	?	REL.ANIM	HSY	?,"I say the same, my grandson that (auto)",,,histyarirdi-995,adv	pn	postp	vt	n	part	?	part	part	?,"yo digo igual, mi nietico aquel",histyarirdi,995,irdi
histyarirdi-996,yab,"tëwï marë ëmpampo ti, ta ti ta",tëwï	marë	ëmpam-po-∅	ti	ta-∅	ti	ta,3PRO	?	learn-DES-IPFV	HSY	say-IPFV	HSY	like,that just wants to learn (auto),,,histyarirdi-996,pn	?	vi	part	vt	part	part,ese nada más que quiere aprender,histyarirdi,996,elpe
histyarirdi-997,yab,"wïrë ma rë wïrë ëmpampori, nwarë ta wejsaj",wïrë	ma	rë	wïrë	ëmpam-po-ri	nwa=rë	ta	wej-saj,1PRO	RST	EMP	1PRO	learn-DES-IPFV	thus=EMP	?	COP-PFV,"only I who want to learn, thus said (auto)",,,histyarirdi-997,pn	part	part	pn	vi	part	?	vi,"solamente yo que quiero aprender, así dijo",histyarirdi,997,elpe
histyarirdi-998,yab,wïrë waijtë yaka wëjka yawë,wïrë	waijtë	yaka	wëjka-∅	yawë,1PRO	?	ALL	fall-ACNNMLZ	LOC,when I get inside my head (auto),,,histyarirdi-998,pn	?	postp	n	postp,cuando entre en mi cabeza,histyarirdi,998,elpe
histyarirdi-999,yab,toto waimu yemekï wïrë ya,toto	waimu	yemekï	wïrë	ya,non_Indian	?	***	1PRO	?,I am going to give up Spanish (auto),,,histyarirdi-999,n	?	?	pn	?,voy a dejar el castellano,histyarirdi,999,elpe
histyarirdi-1000,yab,"ejnë waimu yaye rë nwarë wïrë waimuru, ta ta taji rë",ejnë	waimu	yaye	rë	nwa=rë	wïrë	waimuru	ta-∅	ta	taji	rë,1+2PRO	?	LOC	EMP	thus=EMP	1PRO	?	say-IPFV	like	FOC	EMP,"I am going to speak in the language of us like this, says (auto)",,,histyarirdi-1000,pn	?	postp	part	part	pn	?	vt	part	part	part,"voy a hablar en lengua de nosotros así, dice",histyarirdi,1000,elpe
histyarirdi-1001,yab,toto waimu yaye waimuru tarine ma,toto	waimu	yaye	waimu-ru	tarine	ma,non_Indian	?	LOC	speak-IPFV	fast	RST,speak fast in Spanish (auto),,,histyarirdi-1001,n	?	postp	vi	adv	part,hablan rápido en castellano,histyarirdi,1001,irdi
histyarirdi-1002,yab,"onono toto wepï yawë, përemejnë rërë, nwarë ejnë yakërë, nwarë ejnë waimu yaye nwarë takï, nope",onono	toto	wepï-∅	yawë	përemejnë	rë=rë	nwa=rë	ejnë	y-akërë	nwa=rë	ejnë	waimu	yaye	nwa=rë	takï	nope,another	?	come-ACNNMLZ	LOC	***	EMP=EMP	thus=EMP	1+2PRO	LK-with	thus=EMP	1+2PRO	?	LOC	thus=EMP	CNFRM	good,"when another Creole comes to talk to us, in our language, that's good. (auto)",,,histyarirdi-1002,n	?	n	postp	?	part	part	pn	postp	part	pn	?	postp	part	part	adv,"cuando viene otro criollo, a conversar, así con nosotros, así en nuestro idioma, así es bueno",histyarirdi,1002,irdi
histyarirdi-1003,yab,nwarë ejnë yakërë ti,nwa=rë	ejnë	y-akërë	ti,thus=EMP	1+2PRO	LK-with	HSY,so with us (auto),,,histyarirdi-1003,part	pn	postp	part,así con nosotros,histyarirdi,1003,elpe
histyarirdi-1004,yab,ejnë yakërë ti waimupori nwarë ejnë waimu yaye rë,ejnë	y-akërë	ti	waimu-po-ri	nwa=rë	ejnë	waimu	yaye	rë,1+2PRO	LK-with	HSY	speak-DES-IPFV	thus=EMP	1+2PRO	?	LOC	EMP,with us he wants to talk like this in our language (auto),,,histyarirdi-1004,pn	postp	part	vi	part	pn	?	postp	part,con nosotras quiere hablar así en nuestro idioma,histyarirdi,1004,elpe
histyarirdi-1005,yab,"toto yakërë waimuru toto rë, toto yakërë rë",toto	y-akërë	waimu-ru	toto	rë	toto	y-akërë	rë,non_Indian	LK-with	speak-IPFV	non_Indian	EMP	non_Indian	LK-with	EMP,when speaking with Creole you have to speak in Creole (auto),,,histyarirdi-1005,n	postp	vi	n	part	n	postp	part,cuando habla con criollo tiene que hablar en criollo,histyarirdi,1005,elpe
histyarirdi-1006,yab,"ejnë yakërë, ejnë waimu yaye rë, nwarë ti tapojtë ti ta",ejnë	y-akërë	ejnë	waimu	yaye	rë	nwa=rë	ti	ta-pojtë-∅	ti	ta,1+2PRO	LK-with	1+2PRO	?	LOC	EMP	thus=EMP	HSY	3P-want-IPFV	HSY	?,"with us, in our language, so you want to (auto)",,,histyarirdi-1006,pn	postp	pn	?	postp	part	part	part	vt	part	?,"con nosotros, en nuestro idioma, así quiere",histyarirdi,1006,elpe
histyarirdi-1007,yab,"nwarë, tënkano yawë nwarë, ëmpamï pïnika, ta wïrë ya",nwarë	tënkano	yawë	nwarë	ëmpamï	pïnika	ta-∅	wïrë	ya,?	***	LOC	?	?	?	say-IPFV	1PRO	ERG,"so, when he thinks, maybe he learns, I mean (auto)",,,histyarirdi-1007,?	?	postp	?	?	?	vt	pn	postp,"así, cuando piensa, tal vez aprende, digo",histyarirdi,1007,elpe
histyarirdi-1008,yab,iwaijtë yaka,i-waijtë-∅	yaka,3-head-PERT	ALL,in your head (auto),,,histyarirdi-1008,n	postp,en su cabeza,histyarirdi,1008,elpe
histyarirdi-1009,yab,"chiyakono ne kërë yarëni, yumpe chiyakono, chiyakon takï kërë yarëni",chiyakono	ne	kërë	yarë-ni	yumpe	chiyakono	chiyakon	takï	kërë	yarë-ni,friend	INTS	?	bring-AGTNMLZ	fairly	friend	?	CNFRM	?	bring-AGTNMLZ,"friends that is that they carry it, has many friends (auto)",,,histyarirdi-1009,n	part	?	n	adv	n	?	part	?	n,"los amigos ese es que lo llevan, tiene muchos amigos",histyarirdi,1009,irdi
histyarirdi-1010,yab,"ë'ë, ichiyakono yarëni",ë'ë	i-chiyakono-∅	yarë-ni,yes	3-friend-PERT	bring-AGTNMLZ,"yes, his friend is the one who carries it (auto)",,,histyarirdi-1010,intj	n	n,"sí, su amigo es el que lo lleva",histyarirdi,1010,elpe
histyarirdi-1011,yab,ë'ë,ë'ë,yes,sí (auto),,,histyarirdi-1011,intj,sí,histyarirdi,1011,elpe
histyarirdi-1012,yab,"toto yaye rë, toto yaye rë, toto yaye",toto	yaye	rë	toto	yaye	rë	toto	yaye,non_Indian	LOC	EMP	non_Indian	LOC	EMP	non_Indian	LOC,pure in Spanish (auto),,,histyarirdi-1012,n	postp	part	n	postp	part	n	postp,puro en castellano,histyarirdi,1012,elpe
histyarirdi-1013,yab,mërë nwa chipokono nope ne wëjkaja iwaijtë yaka,mërë	nwa	chipokono	nope	ne	wëjka-ja	i-waijtë-∅	yaka,?	?	***	good	INTS	fall-NEG	3-head-PERT	ALL,that's why he doesn't get it right in his head (auto),,,histyarirdi-1013,?	?	?	adv	part	vi	n	postp,por eso no le entra bien en la cabeza,histyarirdi,1013,elpe
histyarirdi-1014,yab,"tawaja chiyakono waimu yaye, ejnë waimu yaye rë, irëjpë waimuru rërë",tawaja	chiyakono	waimu	yaye	ejnë	waimu	yaye	rë	irëjpë	waimu-ru	rë=rë,thus.NEG	friend	?	LOC	1+2PRO	?	LOC	EMP	then	speak-IPFV	EMP=EMP,"if he does not speak the language of his friends, then he speaks our language (auto)",,,histyarirdi-1014,adv	n	?	postp	pn	?	postp	part	adv	vi	part,"si no habla el idioma de sus amigos, después habla nuestro idioma",histyarirdi,1014,elpe
histyarirdi-1015,yab,"tawara ne neke ne nope, ta wïrë",tawara	ne	neke	ne	nope	ta-∅	wïrë,too	INTS	CNTR	INTS	good	say-IPFV	1PRO,"that's fine, I say (auto)",,,histyarirdi-1015,adv	part	part	part	adv	vt	pn,"así está bien, digo",histyarirdi,1015,elpe
histyarirdi-1016,yab,iwaijtë yaka wëjkari,i-waijtë-∅	yaka	wëjkari,3-head-PERT	ALL	?,enters his head (auto),,,histyarirdi-1016,n	postp	?,entra en su cabeza,histyarirdi,1016,elpe
histyarirdi-1017,yab,inu yaka wëjkari rërë ejnë waimuru,i-nu-∅	yaka	wëjkari	rë=rë	ejnë	waimuru,3-tongue-PERT	ALL	?	EMP=EMP	1+2PRO	?,our language also enters into your language (auto),,,histyarirdi-1017,n	postp	?	part	pn	?,en su lengua también le entra nuestro idioma,histyarirdi,1017,elpe
histyarirdi-1018,yab,tawara ta wïrë,tawara	ta-∅	wïrë,too	say-IPFV	1PRO,that's what I say (auto),,,histyarirdi-1018,adv	vt	pn,así digo yo,histyarirdi,1018,elpe
histyarirdi-1019,yab,irë wejtane mukutom neke ne waimuja,irë	wejtane	muku-tom	neke	ne	waimu-ja,3ANA.INAN	?	child-PL	CNTR	INTS	speak-NEG,but the boys don't talk (auto),,,histyarirdi-1019,dem	?	n	part	part	vi,pero los muchachos no hablan,histyarirdi,1019,elpe
histyarirdi-1020,yab,ëmpampojra,ëmpam-po-∅=jra,learn-DES-IPFV=NEG,do not want to learn (auto),,,histyarirdi-1020,vi,no quieren aprender,histyarirdi,1020,irdi
histyarirdi-1021,yab,ta ti ta,ta-∅	ti	ta,say-IPFV	HSY	like,says (auto),,,histyarirdi-1021,vt	part	part,dice,histyarirdi,1021,irdi
histyarirdi-1022,yab,"anajpïtom pano, iyajtëpene, Merisio Pere wepï yawë, Irario",anajpïtom	pano	iyajtëpene	merisio	pere	wepï-∅	yawë	irario,***	FMR	***	***	***	come-ACNNMLZ	LOC	H.,"the late your grandfather, at the beginning, when Melicio Perez came, Hilario (auto)",,,histyarirdi-1022,?	part	?	?	?	n	postp	n,"el finado tu abuelo, al principio, cuando vino Melicio Pérez, Hilario",histyarirdi,1022,irdi
histyarirdi-1023,yab,kërë Maroko yïmpamï yawë Wurieta yakërë,kërë	maroko	yïmpamï	yawë	wurieta	y-akërë,?	***	***	LOC	***	LK-with,when Marcos was taught with Julieta (auto),,,histyarirdi-1023,?	?	?	postp	?	postp,cuando a Marcos lo enseñaban con Julieta,histyarirdi,1023,irdi
histyarirdi-1024,yab,wacho pano Wurieta,wacho	pano	wurieta,***	FMR	***,the late his wife Julieta (auto),,,histyarirdi-1024,?	part	?,la finada su esposa Julieta,histyarirdi,1024,irdi
histyarirdi-1025,yab,Irario tëwï waraijto,irario	tëwï	waraijto,H.	3PRO	?,Hilario was her husband (auto),,,histyarirdi-1025,n	pn	?,Hilario era su esposo de ella,histyarirdi,1025,irdi
histyarirdi-1026,yab,tëwï esejtë ta ti ta,tëwï	esejtë	ta-∅	ti	ta,3PRO	***	say-IPFV	HSY	like,named it (auto),,,histyarirdi-1026,pn	?	vt	part	part,lo nombraba,histyarirdi,1026,irdi
histyarirdi-1027,yab,mërë mukuton yawanojtëtoj mare,mërë	mukuton	yawanojtëtoj	mare,?	?	***	?,children going to school (auto),,,histyarirdi-1027,?	?	?	?,los niños que van a estudiar,histyarirdi,1027,irdi
histyarirdi-1028,yab,mëwaimurujpë takï yemekï ta,më-waimu-ru-jpë	takï	yemekï	ta,2-language-PERT-PST	CNFRM	***	?,will forget your language (auto),,,histyarirdi-1028,n	part	?	?,va a olvidar la lengua de ustedes,histyarirdi,1028,irdi
histyarirdi-1029,yab,"tëwïsantomo ya ejturiajtë yawë, tase wejsaj ta",tëwïsantomo	ya	ejturiajtë	yawë	tase	wej-saj	ta,3PRO.PL	?	***	LOC	?	COP-PFV	?,"when they learn, he said (auto)",,,histyarirdi-1029,pn	?	?	postp	?	vi	?,"cuando ellos aprenden, dijo",histyarirdi,1029,irdi
histyarirdi-1030,yab,irë nwa chipëkë wïrë mukutomo ejkwera yaka ijtë ta,irë	nwa	chipëkë	wïrë	mukutomo	ejkwera	yaka	ijtë	ta,3ANA.INAN	thus	***	1PRO	?	***	ALL	?	?,that's why my children go to school (auto),,,histyarirdi-1030,dem	part	?	pn	?	?	postp	?	?,por eso los hijos míos van a la escuela,histyarirdi,1030,irdi
histyarirdi-1031,yab,papera pëkë,papera	pëkë,***	about,with books (auto),,,histyarirdi-1031,?	postp,con libros,histyarirdi,1031,irdi
histyarirdi-1032,yab,tëwï ti,tëwï	ti,3PRO	HSY,eso (auto),,,histyarirdi-1032,pn	part,eso,histyarirdi,1032,irdi
histyarirdi-1033,yab,"toto waimuru ma wëjkari sukase rë, papera merepëtijpë tëwï ma",toto	waimuru	ma	wëjkari	sukase	rë	papera	merepëtijpë	tëwï	ma,non_Indian	?	RST	?	all	EMP	***	***	3PRO	RST,"learn everything in Spanish only, what they wrote on paper, just that. (auto)",,,histyarirdi-1033,n	?	part	?	adv	part	?	?	pn	part,"aprende todo en castellano no más, lo que escribieron en el papel, sólo eso",histyarirdi,1033,irdi
histyarirdi-1034,yab,waijtë yaka mërë ejnë waimuru ma wëjkaja ti ta,waijtë	yaka	mërë	ejnë	waimuru	ma	wëjka-ja	ti	ta,head	ALL	?	1+2PRO	?	RST	fall-NEG	HSY	?,that the language of us does not enter in the head (auto),,,histyarirdi-1034,n	postp	?	pn	?	part	vi	part	?,eso la lengua de nosotros sí no entra en la cabeza,histyarirdi,1034,irdi
histyarirdi-1035,yab,kwa ta makë,kwa	ta	makë,how	?	?,Of course mom (auto),,,histyarirdi-1035,part	?	?,claro mamá,histyarirdi,1035,elpe
histyarirdi-1036,yab,"mërë takï mëwaimurujpë wënkejtojpano taro wejsaj ta kërë, Maroko pëkë",mërë	takï	më-waimu-ru-jpë	wënkej-tojpano	taro-∅	wej-saj	ta	kërë	maroko	pëkë,?	CNFRM	2-language-PERT-PST	forget-FUT.CONCL	say-IPFV	COP-PFV	?	?	***	about,"you are going to forget your language, he said, to Marcos (auto)",,,histyarirdi-1036,?	part	n	vi	vt	vi	?	?	?	postp,"usted se va a olvidar de su idioma, le dijo, a Marcos",histyarirdi,1036,irdi
histyarirdi-1037,yab,kwa ta kwase wëjkari,kwa	ta	kwase	wëjkari,how	?	how	?,"of course, how is he going to learn (auto)",,,histyarirdi-1037,part	?	part	?,"claro, como va a aprender",histyarirdi,1037,elpe
histyarirdi-1038,yab,"ïmparë nwarë ejnë waimu yaye waimuja chipokono, toto rë waimu chipokono wëjkaja",ïmparë	nwa=rë	ejnë	waimu	yaye	waimu-ja	chipokono	toto	rë	waimu	chipokono	wëjka-ja,***	thus=EMP	1+2PRO	?	LOC	speak-NEG	***	non_Indian	EMP	?	***	fall-NEG,"because he no longer speaks in our language, because he speaks pure Spanish, he doesn't learn (auto)",,,histyarirdi-1038,?	part	pn	?	postp	vi	?	n	part	?	?	vi,"porque ya no habla en nuestro idioma, porque habla puro castellano, no aprende",histyarirdi,1038,elpe
histyarirdi-1039,yab,"inta yaka wëjkaja, iwaijtë yaka rërë wëjkaja, toto rë chipokono",in-ta	yaka	wëjka-ja	i-waijtë-∅	yaka	rë=rë	wëjka-ja	toto	rë	chipokono,see-MOTIMP	ALL	fall-NEG	3-head-PERT	ALL	EMP=EMP	fall-NEG	non_Indian	EMP	***,"it did not enter his mouth, it did not enter his head because it was pure Spanish. (auto)",,,histyarirdi-1039,vt	postp	vi	n	postp	part	vi	n	part	?,"no entró en su boca, no entró en su cabeza porque era puro castellano",histyarirdi,1039,elpe
